"taxon_id"	"taxon_rank"	"scientific_name"	"assembly_id"	"contig_count"	"scaffold_count"	"chromosome_count"	"gc_percent"	"gene_count"	"assembly_level"	"assembly_span"	"contig_n50"	"scaffold_n50"	"busco_completeness"
"2794001"	"species"	"Machimus atricapillus"	"GCA_933228815.1"	48	28	6	36.15		"Chromosome"	268627744	25934730	54569305	96
"111912"	"species"	"Hipparchia semele"	"GCA_933228835.1"	209	209		37		"Contig"	374514753	5736683	5736683	
"878056"	"species"	"Leistus spinibarbis"	"GCA_933228875.1"	1905	1905		31.5		"Contig"	203762999	321871	321871	
"878056"	"species"	"Leistus spinibarbis"	"GCA_933228885.1"	116	87	23	31.71		"Chromosome"	235115808	7480091	11648774	99.2
"126231"	"species"	"Platycnemis pennipes"	"GCA_933228895.1"	252	87	13	39.25		"Chromosome"	1793340701	18171807	144837943	97.10000000000001
"126231"	"species"	"Platycnemis pennipes"	"GCA_933228905.1"	10537	10522		39.5		"Scaffold"	1504156553	445735	447275	
"446457"	"species"	"Telmatherina bonti"	"GCA_933228915.1"	1474	145	24	41.65		"Chromosome"	986023149	1254875	41523244	98
"446457"	"species"	"Telmatherina bonti"	"GCA_933228925.1"	4619	4619		41.5		"Contig"	781234592	323021	323021	
"2495172"	"species"	"Pemphredon lugubris"	"GCA_933228935.1"	1785	1358	5	42.4		"Chromosome"	328143241	21615587	64765430	96.80000000000001
"57926"	"species"	"Argentina anserina"	"GCA_933772775.1"	1198	1196		38		"Scaffold"	604516465	5278788	5278788	
"57926"	"species"	"Argentina anserina"	"GCA_933775445.1"	155	147	7	37.83		"Chromosome"	236973942	18728460	28859254	90.5
"1870436"	"species"	"Ypsolopha sequella"	"GCA_934041175.1"	2892	2892		36		"Contig"	835220011	632938	632938	
"934915"	"species"	"Apeira syringaria"	"GCA_934044485.1"	51	51	30	37.300000000000004		"Chromosome"	544428085	20999187	20999187	98.4
"263933"	"species"	"Yponomeuta sedellus"	"GCA_934044855.1"	1955	1955		39.5		"Contig"	318781889	520050	520050	
"263933"	"species"	"Yponomeuta sedellus"	"GCA_934045075.1"	453	56	31	39.480000000000004		"Chromosome"	657566992	2765353	23909508	97.5
"934915"	"species"	"Apeira syringaria"	"GCA_934045895.1"	718	718		37		"Contig"	474552682	1709645	1709645	
"143735"	"species"	"Leuctra nigra"	"GCA_934045905.1"	1718	174	13	38.12		"Chromosome"	536280668	587864	39220573	98.9
"1419289"	"species"	"Buathra laborator"	"GCA_934046145.1"	472	471		41.5		"Scaffold"	261354714	3635114	3779346	
"143735"	"species"	"Leuctra nigra"	"GCA_934046545.1"	6700	6700		38		"Contig"	457972354	107517	107517	
"1419289"	"species"	"Buathra laborator"	"GCA_934046635.1"	141	109	11	42.65		"Chromosome"	329895160	10417199	17025623	95.9
"1870436"	"species"	"Ypsolopha sequella"	"GCA_934047225.1"	228	150	30	36.15		"Chromosome"	866863759	20841000	28919749	98
"137693"	"species"	"Polygonum aviculare"	"GCA_934047395.1"	276	100		39.5		"Scaffold"	360390821	10315719	16612793	
"137693"	"species"	"Polygonum aviculare"	"GCA_934048045.1"	140	86	10	39.730000000000004		"Chromosome"	351574766	16593782	33827450	92.60000000000001
"1870430"	"species"	"Xylocampa areola"	"GCA_935412865.1"	1517	1517		37		"Contig"	538771836	700934	700934	
"202137"	"species"	"Polydrusus cervinus"	"GCA_935413205.1"	74	14	11	32.78		"Chromosome"	713356138	19113408	72832772	99.2
"202137"	"species"	"Polydrusus cervinus"	"GCA_935413225.1"	2122	2122		33		"Contig"	681549653	655570	655570	
"192920"	"species"	"Bugulina stolonifera"	"GCA_935421085.1"	568	567		37		"Scaffold"	233351728	1184903	1184903	
"192920"	"species"	"Bugulina stolonifera"	"GCA_935421135.1"	60	30	11	36.980000000000004		"Chromosome"	234968257	12561000	20271823	84.10000000000001
"1870430"	"species"	"Xylocampa areola"	"GCA_935421205.1"	47	40	31	36.96		"Chromosome"	564553094	19595336	19946087	99.10000000000001
"7061"	"species"	"Melolontha melolontha"	"GCA_935421215.2"	562	54	10	32.95		"Chromosome"	1656866012	5929690	180468607	98.9
"7061"	"species"	"Melolontha melolontha"	"GCA_935421255.1"	6088	6088		33		"Contig"	1504820289	787599	787599	
"273407"	"species"	"Cheilosia pagana"	"GCA_936431705.1"	29	10	6	38.03		"Chromosome"	354108297	30900780	63862789	97.2
"878968"	"species"	"Rutpela maculata"	"GCA_936432065.2"	1045	165	10	33.5		"Chromosome"	2021562588	4272090	187008567	
"1271742"	"species"	"Glyphotaelius pellucidus"	"GCA_936435175.1"	284	56	30	35.1		"Chromosome"	1037107663	8185058	36814344	90.30000000000001
"1271742"	"species"	"Glyphotaelius pellucidus"	"GCA_936435185.1"	10215	10215		35		"Contig"	1015596730	206750	206750	
"273407"	"species"	"Cheilosia pagana"	"GCA_936435595.1"	203	203		38		"Contig"	353035505	5178235	5178235	
"703304"	"species"	"Gibbula magus"	"GCA_936439675.1"	7632	7594		36.5		"Scaffold"	1450877392	454001	457344	
"613196"	"species"	"Nowickia ferox"	"GCA_936439885.1"	241	103	6	30.86		"Chromosome"	670697881	35222213	116629194	98.4
"1210411"	"species"	"Lepidonotus clava"	"GCA_936440205.1"	798	400	18	40.82		"Chromosome"	1010237070	7105433	55150419	95.7
"40830"	"species"	"Barbus barbus"	"GCA_936440315.1"	199	91	50	37.89		"Chromosome"	1584913304	22843665	31505967	98.7
"987977"	"species"	"Meganola albula"	"GCA_936440415.1"	486	486		36.5		"Contig"	360425271	1714907	1714907	
"236850"	"species"	"Sarcophaga subvicina"	"GCA_936440885.2"	1427	1427		33.5		"Contig"	666664662	1891271	1891271	
"708063"	"species"	"Protodeltote pygarga"	"GCA_936440985.2"	400	400		35.5		"Contig"	409353543	2545534	2545534	
"878968"	"species"	"Rutpela maculata"	"GCA_936443135.2"	17787	17787		33.5		"Contig"	1684635084	247200	247200	
"40830"	"species"	"Barbus barbus"	"GCA_936446605.1"	8035	8034		38		"Scaffold"	1319370800	375494	376243	
"1108569"	"species"	"Synanthedon andrenaeformis"	"GCA_936446665.2"	51	34	31	34.800000000000004		"Chromosome"	348371631	10560084	12440847	97.9
"613196"	"species"	"Nowickia ferox"	"GCA_936446695.1"	1183	1183		31		"Contig"	639658451	2605262	2605262	
"1108569"	"species"	"Synanthedon andrenaeformis"	"GCA_936447275.2"	2650	2650		34.5		"Contig"	320552992	222394	222394	
"1210411"	"species"	"Lepidonotus clava"	"GCA_936448955.1"	1494	1481		40.5		"Scaffold"	994890984	1812157	1828373	
"236850"	"species"	"Sarcophaga subvicina"	"GCA_936449025.2"	444	273	6	33.5		"Chromosome"	714197594	10290937	122749534	
"987977"	"species"	"Meganola albula"	"GCA_936450015.1"	47	34	30	36.410000000000004		"Chromosome"	405246355	13346821	14254146	98.4
"703304"	"species"	"Gibbula magus"	"GCA_936450465.1"	1001	151	18	36.49		"Chromosome"	1470388822	3416053	80454948	84.2
"708063"	"species"	"Protodeltote pygarga"	"GCA_936450705.2"	43	33	31	35.53		"Chromosome"	421138003	14657130	14901961	99
"9733"	"species"	"Orcinus orca"	"GCA_937001455.1"	12410	12410		42		"Contig"	1882900201	374481	374481	
"9733"	"species"	"Orcinus orca"	"GCA_937001465.1"	570	447	22	41.9		"Chromosome"	2647335075	45583382	114219206	95.80000000000001
"1101110"	"species"	"Hypsopygia costalis"	"GCA_937001555.2"	74	47	31	37.5		"Chromosome"	817677830	26785879	28854802	
"988081"	"species"	"Brachylomia viminalis"	"GCA_937001565.2"	1439	1439		38.5		"Contig"	752610802	1422727	1422727	
"988081"	"species"	"Brachylomia viminalis"	"GCA_937001585.2"	81	42	31	39		"Chromosome"	782229127	20659211	26798213	
"1101110"	"species"	"Hypsopygia costalis"	"GCA_937001695.2"	1939	1938		37.5		"Scaffold"	803725424	1108260	1108260	
"265386"	"species"	"Polyommatus icarus"	"GCA_937595015.1"	137	33	23	36.56		"Chromosome"	511742462	5516066	21845677	97.30000000000001
"3986"	"species"	"Mercurialis annua"	"GCA_937609235.2"	546	546		34.5		"Contig"	123162303	1386290	1386290	
"91738"	"species"	"Aricia artaxerxes"	"GCA_937610355.1"	1192	1192		37		"Contig"	327847811	602769	602769	
"91738"	"species"	"Aricia artaxerxes"	"GCA_937612035.1"	53	24	23	36.92		"Chromosome"	458481091	14806121	20114245	97.30000000000001
"347359"	"species"	"Halyzia sedecimguttata"	"GCA_937616445.2"	2610	2606		35.5		"Scaffold"	902253945	843446	847274	
"3986"	"species"	"Mercurialis annua"	"GCA_937616625.2"	78	63	8	34		"Chromosome"	453168992	35553452	56051264	
"1219171"	"species"	"Thecophora atra"	"GCA_937620795.1"	93	22	5	38		"Chromosome"	354229183	7720000	94083503	96.30000000000001
"166959"	"species"	"Tetramitus jugosus"	"GCA_937625935.1"	57	55	52	41.2		"Chromosome"	26300747	491107	499551	84.7
"265386"	"species"	"Polyommatus icarus"	"GCA_937629555.1"	629	629		36.5		"Contig"	511074499	1715259	1715259	
"1219171"	"species"	"Thecophora atra"	"GCA_937641085.1"	276	276		37.5		"Contig"	231587446	2806050	2806050	
"1918221"	"species"	"Cistogaster globosa"	"GCA_937654215.1"	8335	8335		29.5		"Contig"	1069055037	551397	551397	
"1918221"	"species"	"Cistogaster globosa"	"GCA_937654795.1"	1368	1033	7	29.68		"Chromosome"	837758165	4072864	122899074	98.7
"166959"	"species"	"Tetramitus jugosus"	"GCA_937658345.1"	87	87		41.5		"Contig"	26414222	482809	482809	
"347359"	"species"	"Halyzia sedecimguttata"	"GCA_937662695.2"	213	58	10	35.76		"Chromosome"	919090586	14028202	111009446	97.60000000000001
"41880"	"species"	"Pycnococcus provasolii"	"GCA_938743315.1"	563	561		57.5		"Scaffold"	43744632	198061	198061	
"41880"	"species"	"Pycnococcus provasolii"	"GCA_938743325.2"	49	44	44	57.5		"Chromosome"	32229639	728549	757545	
"2741128"	"species"	"Bombylius discolor"	"GCA_939192785.1"	2310	2307		25.5		"Scaffold"	228578990	185253	185253	
"2741128"	"species"	"Bombylius discolor"	"GCA_939192795.1"	81	17	6	25.76		"Chromosome"	279827877	7369845	53173211	95.30000000000001
"987013"	"species"	"Thera britannica"	"GCA_939531245.2"	2160	2160		37.5		"Contig"	352433871	380420	380420	
"987013"	"species"	"Thera britannica"	"GCA_939531255.2"	139	47	19	37.82		"Chromosome"	380622102	6403893	22904759	98.5
"27328"	"species"	"Metschnikowia zobellii"	"GCA_939531315.1"	16	15		48		"Scaffold"	13530125	1873630	1873630	
"27328"	"species"	"Metschnikowia zobellii"	"GCA_939531405.1"	6	5	5	47.7		"Chromosome"	13602261	2836740	2836740	99.10000000000001
"997545"	"species"	"Xestia sexstrigata"	"GCA_941918865.2"	867	867		38.5		"Contig"	604578328	1597079	1597079	
"1262321"	"species"	"Phyto melanocephala"	"GCA_941918875.1"	5687	5687		30		"Contig"	708676230	226609	226609	
"997545"	"species"	"Xestia sexstrigata"	"GCA_941918905.2"	103	41	32	38.58		"Chromosome"	638317840	12018096	21939867	99
"1262321"	"species"	"Phyto melanocephala"	"GCA_941918925.1"	194	9	6	30.14		"Chromosome"	739740587	13167689	136775264	98.80000000000001
"1210413"	"species"	"Sthenelais limicola"	"GCA_942159475.1"	1310	201	9	38.99		"Chromosome"	1131133856	10232024	136979486	95.4
"1210413"	"species"	"Sthenelais limicola"	"GCA_942183725.1"	2990	2916		39		"Scaffold"	1125722229	1450950	1468755	
"27454"	"species"	"Calliphora vomitoria"	"GCA_942486065.2"	300	136	6	30.5		"Chromosome"	707626003	14560000	130622763	
"27454"	"species"	"Calliphora vomitoria"	"GCA_942486075.2"	1662	1662		30.5		"Contig"	707949400	1424129	1424129	
"1857961"	"species"	"Agrotis puta"	"GCA_943136025.2"	71	34	31	38.5		"Chromosome"	522118748	11978410	18150770	
"1857961"	"species"	"Agrotis puta"	"GCA_943137145.2"	1847	1847		38.5		"Contig"	517468476	637518	637518	
"988041"	"species"	"Tholera decimalis"	"GCA_943138005.2"	4325	4320		37.5		"Scaffold"	1237757284	658577	661015	
"247415"	"species"	"Ophonus ardosiacus"	"GCA_943138245.1"	2769	2769		31		"Contig"	884352981	650894	650894	
"988041"	"species"	"Tholera decimalis"	"GCA_943138885.2"	310	83	31	37.79		"Chromosome"	1334066527	10165913	44326127	99
"247415"	"species"	"Ophonus ardosiacus"	"GCA_943142095.1"	301	73	19	30.830000000000002		"Chromosome"	911900507	8331656	52059326	98.10000000000001
"105697"	"species"	"Mucor piriformis"	"GCA_943193625.1"	8	7	6	37.06		"Chromosome"	34898162	18443047	18443047	96
"105697"	"species"	"Mucor piriformis"	"GCA_943193635.1"	33	33		38		"Contig"	1994051	153165	153165	
"1666818"	"species"	"Acentria ephemerella"	"GCA_943193645.1"	37	35	31	33.14		"Chromosome"	340777416	12251206	12251206	98.80000000000001
"1666818"	"species"	"Acentria ephemerella"	"GCA_943193655.1"	256	256		33		"Contig"	336121962	2530260	2530260	
"494438"	"species"	"Meconema thalassinum"	"GCA_943193665.1"	68285	68284		40		"Scaffold"	6711058256	178095	178095	
"58853"	"species"	"Trichoderma citrinoviride"	"GCA_943193675.1"	7	7		48.5		"Contig"	254972	35027	35027	
"1857951"	"species"	"Acrobasis suavella"	"GCA_943193685.1"	1155	1155		36.5		"Contig"	514085146	1054392	1054392	
"1857951"	"species"	"Acrobasis suavella"	"GCA_943193695.1"	54	31	30	36.57		"Chromosome"	647267125	21951097	23584496	98.80000000000001
"317029"	"species"	"Trichoderma pseudokoningii"	"GCA_943193705.1"	9	7	7	52.39		"Chromosome"	32931900	5093812	5093812	97.2
"5341"	"species"	"Agaricus bisporus"	"GCA_943193715.1"	32	13	13	46.4		"Chromosome"	30321411	1624698	2508076	93.4
"5341"	"species"	"Agaricus bisporus"	"GCA_943193725.1"	191	191		46.5		"Contig"	28894111	287819	287819	
"2735243"	"species"	"Sphaerophoria taeniata"	"GCA_943590905.1"	205	25	5	36.52		"Chromosome"	609254214	9215195	164279875	96.5
"2735243"	"species"	"Sphaerophoria taeniata"	"GCA_943591125.1"	935	935		36.5		"Contig"	609456052	2128915	2128915	
"2249760"	"species"	"Stelis phaeoptera"	"GCA_943735885.1"	203	182	17	40.76		"Chromosome"	301062759	13395760	14114627	97.2
"2249760"	"species"	"Stelis phaeoptera"	"GCA_943735895.1"	1603	1603		40		"Contig"	246175832	269156	269156	
"1096077"	"species"	"Pherbina coryleti"	"GCA_943735905.1"	3429	3396		33.5		"Scaffold"	872810113	557358	562689	
"1096077"	"species"	"Pherbina coryleti"	"GCA_943735915.1"	576	17	6	33.54		"Chromosome"	862951653	3328242	178934347	97.4
"670595"	"species"	"Pollenia amentaria"	"GCA_943735925.1"	239	34	6	30.68		"Chromosome"	1270755911	19389550	235639307	98.80000000000001
"670595"	"species"	"Pollenia amentaria"	"GCA_943735935.1"	1558	1558		30.5		"Contig"	1262528403	2047907	2047907	
"60958"	"species"	"Piscicola geometra"	"GCA_943735945.1"	2335	2335		38.5		"Contig"	205393665	308096	308096	
"60958"	"species"	"Piscicola geometra"	"GCA_943735955.1"	254	69	17	37.49		"Chromosome"	171080115	1427829	9301023	74.2
"934840"	"species"	"Eupithecia abbreviata"	"GCA_943735965.1"	74	69	32	37.44		"Chromosome"	383447363	13098345	13098345	97.9
"934840"	"species"	"Eupithecia abbreviata"	"GCA_943735975.1"	367	365		37.5		"Scaffold"	352871579	2292704	2292704	
"287197"	"species"	"Sesia bembeciformis"	"GCA_943735985.1"	1883	1883		36.5		"Contig"	466228045	539933	539933	
"287197"	"species"	"Sesia bembeciformis"	"GCA_943735995.1"	51	44	31	36.56		"Chromosome"	477135390	17138721	17397286	98.7
"222778"	"species"	"Tenthredo mesomela"	"GCA_943736025.1"	245	67	10	37.46		"Chromosome"	392837180	3419667	44941172	95.30000000000001
"222778"	"species"	"Tenthredo mesomela"	"GCA_943736035.1"	1743	1743		37.5		"Contig"	387714376	646674	646674	
"2829445"	"species"	"Myopa tessellatipennis"	"GCA_943737945.2"	534	534		36.5		"Contig"	246903453	2161221	2161221	
"2829445"	"species"	"Myopa tessellatipennis"	"GCA_943737955.2"	18	5	4	36.5		"Chromosome"	249257482	39921807	65812558	
"1660579"	"species"	"Agriphila geniculea"	"GCA_943789515.1"	1537	1535		36.5		"Scaffold"	723572193	922356	922356	
"1660579"	"species"	"Agriphila geniculea"	"GCA_943789525.1"	253	61	30	36.52		"Chromosome"	781638172	7273996	26408729	98.2
"878211"	"species"	"Nebria salina"	"GCA_944039245.1"	744	551	21	32.25		"Chromosome"	256715385	3131785	11282846	98.80000000000001
"878211"	"species"	"Nebria salina"	"GCA_944039265.1"	1418	1418		32		"Contig"	219579625	809889	809889	
"330862"	"species"	"Tiphia femorata"	"GCA_944319695.1"	75	49	12	43.79		"Chromosome"	276140075	12680120	25801794	96
"330862"	"species"	"Tiphia femorata"	"GCA_944319705.1"	1034	1034		44		"Contig"	273622424	657099	657099	
"91739"	"species"	"Aricia agestis"	"GCA_944452645.1"	108	107		37		"Scaffold"	433632574	10368076	10368076	
"2979155"	"species"	"Ophion slaviceki"	"GCA_944452655.1"	5763	5763		39		"Contig"	627304699	197158	197158	
"1660692"	"species"	"Stenoptilia bipunctidactyla"	"GCA_944452665.1"	675	313	30	35.550000000000004		"Chromosome"	822879636	3693567	27025175	97.60000000000001
"631329"	"species"	"Tachina lurida"	"GCA_944452675.1"	544	41	6	31.240000000000002		"Chromosome"	899158429	3838872	167332097	98.10000000000001
"631329"	"species"	"Tachina lurida"	"GCA_944452685.1"	3952	3952		31.5		"Contig"	857411611	502210	502210	
"91739"	"species"	"Aricia agestis"	"GCA_944452695.1"	49	29	23	36.86		"Chromosome"	437367655	15281729	19133073	97.2
"1660692"	"species"	"Stenoptilia bipunctidactyla"	"GCA_944452705.1"	1429	1426		35.5		"Scaffold"	796815271	1284148	1284148	
"1539398"	"species"	"Ophion luteus"	"GCA_944452715.1"	2835	571	13	38.85		"Chromosome"	654222225	472634	50234018	92.60000000000001
"1385029"	"species"	"Rhogogaster chlorosoma"	"GCA_944452905.1"	938	937		39		"Scaffold"	245050874	1558262	1558262	
"1587174"	"species"	"Chrysolina oricalcia"	"GCA_944452915.2"	8736	8735		33		"Scaffold"	328970316	39201	39201	
"1587174"	"species"	"Chrysolina oricalcia"	"GCA_944452925.2"	506	82	22	33.86		"Chromosome"	1423436458	6296000	69622592	99.30000000000001
"1385029"	"species"	"Rhogogaster chlorosoma"	"GCA_944452935.1"	27	10	10	38.980000000000004		"Chromosome"	255271170	12573238	27728829	95.80000000000001
"1042620"	"species"	"Micropterix aruncella"	"GCA_944547385.1"	11393	11379		37.5		"Scaffold"	928250059	124179	124344	
"934844"	"species"	"Eupithecia centaureata"	"GCA_944547425.1"	547	161	32	36.85		"Chromosome"	465578106	1615577	15011971	97.9
"934844"	"species"	"Eupithecia centaureata"	"GCA_944548335.1"	1605	1602		37		"Scaffold"	458027832	514340	514340	
"1042620"	"species"	"Micropterix aruncella"	"GCA_944548615.1"	4032	826	31	37.15		"Chromosome"	1079196823	540406	35295981	75.8
"414934"	"species"	"Phosphuga atrata"	"GCA_944567605.1"	7170	7153		36		"Scaffold"	1139234133	402671	404699	
"218720"	"species"	"Carterocephalus palaemon"	"GCA_944567765.1"	60	44	31	38.37		"Chromosome"	394522428	13129920	13897380	98.4
"218720"	"species"	"Carterocephalus palaemon"	"GCA_944567795.1"	750	750		38.5		"Contig"	347244150	1715018	1715018	
"414934"	"species"	"Phosphuga atrata"	"GCA_944588485.1"	1708	589	18	35.9		"Chromosome"	1199979240	2238738	74247030	98.60000000000001
"1108570"	"species"	"Synanthedon myopaeformis"	"GCA_944738625.1"	2010	2009		34		"Scaffold"	277142348	235317	235317	
"2725509"	"species"	"Eristalinus sepulchralis"	"GCA_944738645.1"	386	76	6	41.21		"Chromosome"	376833488	5609999	66496560	96.5
"1126402"	"species"	"Andrena hattorfiana"	"GCA_944738655.2"	310	125	7	44.1		"Chromosome"	428510216	10245246	79350654	96.30000000000001
"1108570"	"species"	"Synanthedon myopaeformis"	"GCA_944738685.1"	36	32	31	34.01		"Chromosome"	295674245	10360151	10766502	98
"1126402"	"species"	"Andrena hattorfiana"	"GCA_944738785.2"	220	220		46		"Contig"	35513745	544819	544819	
"2725509"	"species"	"Eristalinus sepulchralis"	"GCA_944738805.1"	986	986		41		"Contig"	371787597	2639017	2639017	
"938167"	"species"	"Euclidia mi"	"GCA_944738845.2"	2114	2105		38		"Scaffold"	2356810954	2616949	2644120	
"110024"	"species"	"Nebria brevicollis"	"GCA_944738965.1"	787	424	15	33.08		"Chromosome"	241909001	2458479	13798286	98.4
"110024"	"species"	"Nebria brevicollis"	"GCA_944739395.1"	1950	1937		33		"Scaffold"	223348220	381756	381756	
"938167"	"species"	"Euclidia mi"	"GCA_944739405.2"	1834	302	31	38.04		"Chromosome"	2320373592	2774982	87750765	98.7
"558755"	"species"	"Cryptosula pallasiana"	"GCA_945257105.1"	3616	3616		37		"Contig"	519859578	422764	422764	
"558755"	"species"	"Cryptosula pallasiana"	"GCA_945261195.1"	1662	847	12	37.160000000000004		"Chromosome"	605593191	1788101	46264604	83.2
"1542540"	"species"	"Megachile ligniseca"	"GCA_945859555.1"	700	675	16	34.9		"Chromosome"	290020865	14111993	14111993	97.2
"1542540"	"species"	"Megachile ligniseca"	"GCA_945859565.1"	734	734		36		"Contig"	254262380	1803219	1803219	
"987440"	"species"	"Herminia tarsipennalis"	"GCA_945859575.2"	100	51	30	36.2		"Chromosome"	788433107	16015985	27762238	98.60000000000001
"987876"	"species"	"Amphipoea oculea"	"GCA_945859585.1"	453	453		38		"Contig"	530568238	3328575	3328575	
"481575"	"species"	"Megachile willughbiella"	"GCA_945859595.2"	347	337	16	40.77		"Chromosome"	413947718	14767377	15284273	97.5
"35632"	"species"	"Lumbricus rubellus"	"GCA_945859605.1"	2260	380	18	40.46		"Chromosome"	787515170	709756	41365854	90.60000000000001
"987440"	"species"	"Herminia tarsipennalis"	"GCA_945859615.2"	1805	1805		36		"Contig"	782601069	1015318	1015318	
"35632"	"species"	"Lumbricus rubellus"	"GCA_945859625.1"	7381	7119		40.5		"Scaffold"	699097700	189550	199733	
"481575"	"species"	"Megachile willughbiella"	"GCA_945859635.1"	654	654		39.5		"Contig"	359408557	1915025	1915025	
"987876"	"species"	"Amphipoea oculea"	"GCA_945859645.1"	53	39	31	38.28		"Chromosome"	669248832	22320631	23095043	98.9
"988060"	"species"	"Anorthoa munda"	"GCA_945859655.1"	1337	1335		38		"Scaffold"	932504803	1561652	1561652	
"988060"	"species"	"Anorthoa munda"	"GCA_945859665.1"	123	38	27	38.300000000000004		"Chromosome"	938645429	14168957	32402751	99
"286459"	"species"	"Episyrphus balteatus"	"GCA_945859675.1"	1899	1898		31		"Scaffold"	521356809	1191705	1191705	
"290404"	"species"	"Eupeodes corollae"	"GCA_945859685.1"	2107	783	4	33.910000000000004		"Chromosome"	648195582	2287194	158619773	96.7
"104428"	"species"	"Drepana falcataria"	"GCA_945859695.1"	138	138		39		"Contig"	323433285	5205332	5205332	
"286459"	"species"	"Episyrphus balteatus"	"GCA_945859705.1"	186	18	5	31.060000000000002		"Chromosome"	535345329	5909399	133640122	96.7
"689061"	"species"	"Apamea sordens"	"GCA_945859715.1"	35	31	31	38.22		"Chromosome"	614313245	21033426	21259203	98.9
"104428"	"species"	"Drepana falcataria"	"GCA_945859725.1"	34	31	31	38.87		"Chromosome"	326729860	11587502	11692006	98.60000000000001
"301036"	"species"	"Synanthedon formicaeformis"	"GCA_945859745.1"	35	31	31	34.42		"Chromosome"	321216854	11545479	11651530	97.80000000000001
"689061"	"species"	"Apamea sordens"	"GCA_945859755.1"	190	189		38		"Scaffold"	613307171	8769284	8769284	
"301036"	"species"	"Synanthedon formicaeformis"	"GCA_945859765.1"	380	380		34.5		"Contig"	307523041	2014889	2014889	
"290404"	"species"	"Eupeodes corollae"	"GCA_945859775.1"	3705	3701		34		"Scaffold"	605344499	1118934	1118934	
"1594294"	"species"	"Epinotia demarniana"	"GCA_945867215.1"	108	42	28	39.51		"Chromosome"	735796338	13504585	26883300	98.4
"1594294"	"species"	"Epinotia demarniana"	"GCA_945869435.1"	1964	1964		39.5		"Contig"	721164914	838189	838189	
"552050"	"species"	"Isoperla grammatica"	"GCA_945909985.1"	6742	6740		40		"Scaffold"	683989817	184610	184759	
"38945"	"species"	"Flammulina velutipes"	"GCA_945909995.2"	169	14	12	49.63		"Chromosome"	37347534	503127	3533511	93.9
"552050"	"species"	"Isoperla grammatica"	"GCA_945910005.1"	2826	682	14	39.99		"Chromosome"	874584190	653405	56757646	99.30000000000001
"2234001"	"species"	"Brachypalpus laphriformis"	"GCA_945910015.1"	6655	6655		41.5		"Contig"	944863842	351255	351255	
"38945"	"species"	"Flammulina velutipes"	"GCA_945910025.2"	107	107		49.5		"Contig"	2090579	19976	19976	
"2234001"	"species"	"Brachypalpus laphriformis"	"GCA_945910035.1"	161	27	5	41.26		"Chromosome"	1071394021	18727380	306296502	97.10000000000001
"987918"	"species"	"Cybosia mesomella"	"GCA_946251805.1"	210	51	31	40.34		"Chromosome"	947567172	9050000	33223415	98.80000000000001
"414801"	"species"	"Dasysyrphus albostriatus"	"GCA_946251815.1"	286	22	5	33.480000000000004		"Chromosome"	662539497	6406000	154042049	96.80000000000001
"414801"	"species"	"Dasysyrphus albostriatus"	"GCA_946251825.1"	1141	1140		33.5		"Scaffold"	662142265	1495986	1495986	
"1411667"	"species"	"Andrena fulva"	"GCA_946251835.1"	2264	2264		44.5		"Contig"	433082651	432209	432209	
"1411667"	"species"	"Andrena fulva"	"GCA_946251845.1"	358	317	7	44.480000000000004		"Chromosome"	461711296	12523661	47475851	96.5
"104486"	"species"	"Alsophila aescularia"	"GCA_946251855.1"	139	28	14	37.24		"Chromosome"	901596142	13301133	67363832	98.60000000000001
"987909"	"species"	"Cosmia pyralina"	"GCA_946251865.1"	2901	2901		38		"Contig"	787883141	510488	510488	
"987918"	"species"	"Cybosia mesomella"	"GCA_946251875.1"	3895	3895		40.5		"Contig"	929899041	424974	424974	
"987909"	"species"	"Cosmia pyralina"	"GCA_946251885.1"	184	50	31	38.28		"Chromosome"	803261471	9434096	27366473	99
"104486"	"species"	"Alsophila aescularia"	"GCA_946251895.1"	2891	2891		37		"Contig"	897150441	603123	603123	
"204949"	"species"	"Cryptocephalus moraei"	"GCA_946251905.1"	254	129	15	36.53		"Chromosome"	500544478	9642473	35831563	99
"254365"	"species"	"Abrostola triplasia"	"GCA_946251915.1"	38	35	31	37.22		"Chromosome"	362707411	12702214	12758438	98.9
"254365"	"species"	"Abrostola triplasia"	"GCA_946251925.1"	163	163		37		"Contig"	360541132	5247431	5247431	
"204949"	"species"	"Cryptocephalus moraei"	"GCA_946251935.1"	1618	1618		36.5		"Contig"	432225501	669611	669611	
"987865"	"species"	"Acronicta psi"	"GCA_946251945.1"	146	146		37		"Contig"	402064912	6814251	6814251	
"987865"	"species"	"Acronicta psi"	"GCA_946251955.1"	33	32	31	36.910000000000004		"Chromosome"	404684940	14236034	14236034	98.9
"287200"	"species"	"Apoda limacodes"	"GCA_946406115.1"	89	30	25	35.56		"Chromosome"	800335453	15913142	33043310	98.4
"287200"	"species"	"Apoda limacodes"	"GCA_946409105.1"	3503	3503		35.5		"Contig"	619830845	310580	310580	
"173985"	"species"	"Cheilosia urbana"	"GCA_946477585.1"	151	35	5	37.79		"Chromosome"	546925253	11782198	171959956	97.10000000000001
"173985"	"species"	"Cheilosia urbana"	"GCA_946477595.1"	1016	1016		38		"Contig"	536411985	1741533	1741533	
"934866"	"species"	"Eupithecia vulgata"	"GCA_946478135.1"	306	306		37.5		"Contig"	454167592	3964000	3964000	
